date,city,temperature_c,humidity_percent,electricity_units_kwh,household_size,income_level,power_outage_hours,year,month,day,day_of_week,is_weekend,lag_1,lag_7,lag_30,rolling_mean_7,rolling_mean_30
2023-11-03,1,30.6,49,23.07,4,2,1.18,2023,11,3,4,0,8.94,17.71,35.85,20.145714285714288,20.122000000000003
2023-11-04,4,22.5,67,30.57,3,1,1.87,2023,11,4,5,1,23.07,25.13,20.91,20.922857142857143,20.444
2023-11-05,3,9.6,54,13.16,6,0,0.36,2023,11,5,6,1,30.57,23.93,21.36,19.384285714285713,20.170666666666666
2023-11-06,1,33.1,43,18.48,7,2,1.67,2023,11,6,0,0,13.16,23.01,27.97,18.73714285714286,19.854333333333333
2023-11-07,4,36.3,40,23.97,3,1,1.83,2023,11,7,1,0,18.48,16.03,32.22,19.871428571428574,19.579333333333334
2023-11-08,4,13.5,61,29.52,8,0,1.23,2023,11,8,2,0,23.97,20.91,12.17,21.101428571428574,20.157666666666668
2023-11-09,0,22.9,40,19.31,8,0,3.51,2023,11,9,3,0,29.52,8.94,11.28,22.58285714285714,20.425333333333338
2023-11-10,4,34.3,47,17.85,4,2,0.18,2023,11,10,4,0,19.31,23.07,18.27,21.837142857142858,20.41133333333333
2023-11-11,4,44.4,56,10.19,7,0,0.29,2023,11,11,5,1,17.85,30.57,25.5,18.925714285714285,19.901
2023-11-12,4,30.1,84,22.62,7,0,0.84,2023,11,12,6,1,10.19,13.16,24.98,20.277142857142856,19.822333333333336
2023-11-13,4,24.9,83,34.25,2,1,0.2,2023,11,13,0,0,22.62,18.48,28.42,22.53,20.016666666666666
2023-11-14,2,28.7,47,23.66,3,1,1.25,2023,11,14,1,0,34.25,23.97,14.8,22.485714285714288,20.312
2023-11-15,2,39.6,85,21.87,5,0,0.76,2023,11,15,2,0,23.66,29.52,8.1,21.392857142857142,20.771
2023-11-16,0,25.5,52,23.93,5,1,0.5,2023,11,16,3,0,21.87,19.31,27.15,22.052857142857142,20.663666666666668
2023-11-17,1,24.4,40,21.93,2,0,0.28,2023,11,17,4,0,23.93,17.85,17.03,22.63571428571429,20.827
2023-11-18,4,26.6,50,17.12,4,2,0.61,2023,11,18,5,1,21.93,10.19,9.89,23.625714285714288,21.067999999999998
2023-11-19,1,23.3,73,26.94,5,1,1.4,2023,11,19,6,1,17.12,22.62,22.87,24.242857142857144,21.203666666666667
2023-11-20,1,30.9,34,23.35,5,0,1.29,2023,11,20,0,0,26.94,34.25,26.76,22.685714285714287,21.089999999999996
2023-11-21,0,41.4,52,22.11,8,0,0.27,2023,11,21,1,0,23.35,23.66,21.27,22.464285714285715,21.118
2023-11-22,4,32.3,70,16.15,8,1,0.2,2023,11,22,2,0,22.11,21.87,19.25,21.647142857142857,21.014666666666663
2023-11-23,4,28.2,88,29.82,6,1,0.04,2023,11,23,3,0,16.15,23.93,21.04,22.48857142857143,21.307333333333336
2023-11-24,3,28.0,54,25.99,3,2,0.02,2023,11,24,4,0,29.82,21.93,19.78,23.068571428571428,21.514333333333337
2023-11-25,1,19.1,70,18.68,4,0,3.18,2023,11,25,5,1,25.99,17.12,13.91,23.291428571428572,21.673333333333332
2023-11-26,1,36.2,83,28.01,7,2,0.07,2023,11,26,6,1,18.68,26.94,17.71,23.444285714285712,22.016666666666666
2023-11-27,2,29.5,39,19.01,3,2,1.97,2023,11,27,0,0,28.01,23.35,25.13,22.824285714285715,21.81266666666667
2023-11-28,3,28.7,51,17.31,4,2,3.08,2023,11,28,1,0,19.01,22.11,23.93,22.13857142857143,21.592
2023-11-29,2,52.4,48,17.44,5,1,0.15,2023,11,29,2,0,17.31,16.15,23.01,22.322857142857146,21.406333333333336
2023-11-30,2,32.1,30,11.37,6,2,0.86,2023,11,30,3,0,17.44,29.82,16.03,19.687142857142856,21.250999999999998
2023-12-01,2,24.7,36,24.83,3,1,4.92,2023,12,1,4,0,11.37,25.99,20.91,19.521428571428572,21.381666666666668
2023-12-02,0,27.0,33,11.01,5,1,2.69,2023,12,2,5,1,24.83,18.68,8.94,18.425714285714285,21.450666666666667
2023-12-03,0,38.0,30,14.63,4,2,1.01,2023,12,3,6,1,11.01,28.01,23.07,16.514285714285716,21.16933333333333
2023-12-04,2,30.8,44,9.55,3,2,2.16,2023,12,4,0,0,14.63,19.01,30.57,15.162857142857144,20.468666666666667
2023-12-05,3,19.9,69,21.48,7,0,2.69,2023,12,5,1,0,9.55,17.31,13.16,15.758571428571429,20.746000000000002
2023-12-06,1,36.4,41,21.1,3,2,0.64,2023,12,6,2,0,21.48,17.44,18.48,16.28142857142857,20.833333333333332
2023-12-07,3,25.3,51,20.04,5,0,3.34,2023,12,7,3,0,21.1,11.37,23.97,17.52,20.702333333333335
2023-12-08,4,43.1,51,15.74,3,2,0.95,2023,12,8,4,0,20.04,24.83,29.52,16.22142857142857,20.243000000000002
2023-12-09,0,37.6,79,14.97,7,2,1.13,2023,12,9,5,1,15.74,11.01,19.31,16.787142857142857,20.098333333333333
2023-12-10,1,26.9,76,24.79,6,2,12.21,2023,12,10,6,1,14.97,14.63,17.85,18.23857142857143,20.32966666666667
2023-12-11,1,39.0,46,18.7,6,2,2.78,2023,12,11,0,0,24.79,9.55,10.19,19.545714285714286,20.613333333333333
2023-12-12,4,30.5,58,23.9,5,0,0.67,2023,12,12,1,0,18.7,21.48,22.62,19.891428571428573,20.656
2023-12-13,4,36.0,75,16.69,4,0,0.02,2023,12,13,2,0,23.9,21.1,34.25,19.261428571428574,20.070666666666668
2023-12-14,2,33.4,43,23.09,5,2,1.48,2023,12,14,3,0,16.69,20.04,23.66,19.697142857142858,20.05166666666667
2023-12-15,0,24.1,79,29.82,6,2,1.83,2023,12,15,4,0,23.09,15.74,21.87,21.708571428571428,20.316666666666666
2023-12-16,0,25.5,49,25.52,2,0,1.58,2023,12,16,5,1,29.82,14.97,23.93,23.215714285714284,20.369666666666664
2023-12-17,3,37.2,79,19.53,2,1,5.16,2023,12,17,6,1,25.52,24.79,21.93,22.464285714285715,20.28966666666667
2023-12-18,2,27.7,77,23.54,3,1,2.98,2023,12,18,0,0,19.53,18.7,17.12,23.155714285714286,20.503666666666668
2023-12-19,2,27.2,62,20.56,7,1,0.89,2023,12,19,1,0,23.54,23.9,26.94,22.678571428571427,20.290999999999997
2023-12-20,2,23.3,84,22.05,8,0,0.1,2023,12,20,2,0,20.56,16.69,23.35,23.444285714285712,20.247666666666667
2023-12-21,2,33.0,88,20.05,8,0,0.97,2023,12,21,3,0,22.05,23.09,22.11,23.009999999999998,20.179
2023-12-22,0,44.4,72,21.01,8,1,1.75,2023,12,22,4,0,20.05,29.82,16.15,21.75142857142857,20.341
2023-12-23,0,22.5,44,23.27,3,1,1.4,2023,12,23,5,1,21.01,25.52,29.82,21.43,20.122666666666664
2023-12-24,2,30.2,41,16.04,2,2,1.16,2023,12,24,6,1,23.27,19.53,25.99,20.931428571428572,19.791
2023-12-25,3,39.9,69,15.9,6,0,0.95,2023,12,25,0,0,16.04,23.54,18.68,19.84,19.698333333333334
2023-12-26,1,29.4,83,13.67,3,0,0.52,2023,12,26,1,0,15.9,20.56,28.01,18.85571428571429,19.220333333333333
2023-12-27,1,33.2,49,12.4,8,1,0.49,2023,12,27,2,0,13.67,22.05,19.01,17.477142857142855,19.0
2023-12-28,3,22.6,59,14.7,8,1,1.04,2023,12,28,3,0,12.4,20.05,17.31,16.712857142857143,18.913
2023-12-29,2,33.0,67,22.96,5,0,0.26,2023,12,29,4,0,14.7,21.01,17.44,16.99142857142857,19.096999999999998
2023-12-30,0,28.7,32,16.64,8,2,0.62,2023,12,30,5,1,22.96,23.27,11.37,16.044285714285714,19.27266666666667
2023-12-31,1,36.9,57,25.08,7,1,0.59,2023,12,31,6,1,16.64,16.04,24.83,17.335714285714285,19.281000000000002
2024-01-01,4,38.3,85,22.21,8,0,1.33,2024,1,1,0,0,25.08,15.9,11.01,18.237142857142857,19.654333333333334
2024-01-02,4,48.1,55,10.19,5,0,0.1,2024,1,2,1,0,22.21,13.67,14.63,17.74,19.506333333333334
2024-01-03,3,34.1,59,25.93,8,2,2.66,2024,1,3,2,0,10.19,12.4,9.55,19.672857142857143,20.05233333333333
2024-01-04,2,32.3,42,26.86,7,2,1.24,2024,1,4,3,0,25.93,14.7,21.48,21.41,20.231666666666666
2024-01-05,1,31.4,42,16.04,6,1,1.67,2024,1,5,4,0,26.86,22.96,21.1,20.42142857142857,20.063
2024-01-06,2,27.5,31,24.52,3,1,1.82,2024,1,6,5,1,16.04,16.64,20.04,21.54714285714286,20.212333333333333
2024-01-07,1,32.4,66,16.86,7,1,0.52,2024,1,7,6,1,24.52,25.08,15.74,20.37285714285714,20.249666666666663
2024-01-08,3,27.9,78,22.59,5,0,0.95,2024,1,8,0,0,16.86,22.21,14.97,20.427142857142858,20.503666666666668
2024-01-09,3,31.2,67,14.41,3,1,4.69,2024,1,9,1,0,22.59,10.19,24.79,21.03,20.157666666666664
2024-01-10,4,39.2,31,11.24,3,0,2.18,2024,1,10,2,0,14.41,25.93,18.7,18.93142857142857,19.909
2024-01-11,2,23.0,65,19.7,5,1,5.24,2024,1,11,3,0,11.24,26.86,23.9,17.90857142857143,19.769000000000002
2024-01-12,4,38.0,83,21.26,2,2,2.06,2024,1,12,4,0,19.7,16.04,16.69,18.654285714285717,19.921333333333333
2024-01-13,2,39.2,55,19.61,8,2,0.29,2024,1,13,5,1,21.26,24.52,23.09,17.952857142857145,19.805333333333333
2024-01-14,4,29.2,40,14.9,7,0,0.1,2024,1,14,6,1,19.61,16.86,29.82,17.672857142857143,19.308
2024-01-15,0,15.1,37,19.6,5,2,1.29,2024,1,15,0,0,14.9,22.59,25.52,17.245714285714286,19.110666666666667
2024-01-16,0,25.7,73,23.62,6,0,0.66,2024,1,16,1,0,19.6,14.41,19.53,18.56142857142857,19.247
2024-01-17,0,39.1,69,21.73,4,0,0.48,2024,1,17,2,0,23.62,11.24,23.54,20.060000000000002,19.186666666666667
2024-01-18,0,29.8,72,23.1,5,2,2.47,2024,1,18,3,0,21.73,19.7,20.56,20.54571428571429,19.271333333333338
2024-01-19,1,23.0,51,17.98,8,0,0.69,2024,1,19,4,0,23.1,21.26,22.05,20.07714285714286,19.135666666666665
2024-01-20,0,26.5,49,29.03,8,2,0.57,2024,1,20,5,1,17.98,19.61,20.05,21.422857142857143,19.435000000000002
2024-01-21,3,35.9,37,14.94,3,1,2.85,2024,1,21,6,1,29.03,14.9,21.01,21.428571428571427,19.232666666666667
2024-01-22,3,33.8,58,24.93,3,1,2.81,2024,1,22,0,0,14.94,19.6,23.27,22.19,19.288000000000004
2024-01-23,1,28.3,69,29.09,5,2,0.66,2024,1,23,1,0,24.93,23.62,16.04,22.97142857142857,19.723
2024-01-24,0,27.4,55,24.89,4,2,2.68,2024,1,24,2,0,29.09,21.73,15.9,23.42285714285714,20.022666666666666
2024-01-25,0,27.3,59,20.78,5,2,2.85,2024,1,25,3,0,24.89,23.1,13.67,23.09142857142857,20.259666666666668
2024-01-26,0,23.5,46,18.83,4,2,0.83,2024,1,26,4,0,20.78,17.98,12.4,23.212857142857143,20.473999999999997
2024-01-27,4,41.3,49,28.22,4,1,0.1,2024,1,27,5,1,18.83,29.03,14.7,23.09714285714286,20.924666666666667
2024-01-28,2,27.7,81,13.46,8,0,0.0,2024,1,28,6,1,28.22,14.94,22.96,22.88571428571429,20.608
2024-01-29,4,38.5,84,16.18,8,0,1.11,2024,1,29,0,0,13.46,24.93,16.64,21.635714285714283,20.592666666666666
2024-01-30,2,40.6,45,19.61,8,1,0.63,2024,1,30,1,0,16.18,29.09,25.08,20.28142857142857,20.41033333333333
2024-01-31,0,37.0,75,29.43,6,0,8.78,2024,1,31,2,0,19.61,24.89,22.21,20.93,20.651000000000003
2024-02-01,0,27.0,72,24.28,8,1,2.22,2024,2,1,3,0,29.43,20.78,10.19,21.43,21.12066666666667
2024-02-02,4,32.8,36,16.19,7,0,2.15,2024,2,2,4,0,24.28,18.83,25.93,21.052857142857142,20.796
2024-02-03,4,29.8,45,20.14,3,2,4.66,2024,2,3,5,1,16.19,28.22,26.86,19.898571428571426,20.572
2024-02-04,2,23.7,74,18.31,3,2,3.28,2024,2,4,6,1,20.14,13.46,16.04,20.591428571428573,20.64766666666667
2024-02-05,3,32.3,88,17.74,4,2,0.57,2024,2,5,0,0,18.31,16.18,24.52,20.814285714285713,20.421666666666667
2024-02-06,2,21.7,76,27.87,3,1,0.27,2024,2,6,1,0,17.74,19.61,16.86,21.994285714285716,20.788666666666668
2024-02-07,4,38.3,85,13.77,2,1,2.05,2024,2,7,2,0,27.87,29.43,22.59,19.75714285714286,20.494666666666667
2024-02-08,4,26.7,77,31.65,4,0,0.71,2024,2,8,3,0,13.77,24.28,14.41,20.810000000000002,21.069333333333336
2024-02-09,1,31.4,56,26.97,3,0,0.96,2024,2,9,4,0,31.65,16.19,11.24,22.349999999999998,21.593666666666667
2024-02-10,4,32.0,82,28.55,2,0,1.49,2024,2,10,5,1,26.97,20.14,19.7,23.55142857142857,21.888666666666666
2024-02-11,1,28.2,52,19.22,6,1,3.58,2024,2,11,6,1,28.55,18.31,21.26,23.68142857142857,21.820666666666668
2024-02-12,3,34.1,53,21.1,3,0,0.81,2024,2,12,0,0,19.22,17.74,19.61,24.16142857142857,21.870333333333335
2024-02-13,2,26.7,38,13.4,2,2,2.29,2024,2,13,1,0,21.1,27.87,14.9,22.094285714285714,21.820333333333334
2024-02-14,2,36.1,64,18.85,5,0,0.47,2024,2,14,2,0,13.4,13.77,19.6,22.82,21.795333333333335
2024-02-15,1,20.6,80,24.96,7,2,1.8,2024,2,15,3,0,18.85,31.65,23.62,21.864285714285717,21.84
2024-02-16,2,30.9,49,29.78,5,1,0.0,2024,2,16,4,0,24.96,26.97,21.73,22.26571428571429,22.108333333333334
2024-02-17,4,43.6,66,15.36,2,2,3.08,2024,2,17,5,1,29.78,28.55,23.1,20.381428571428575,21.85033333333333
2024-02-18,0,23.0,71,19.81,4,2,0.05,2024,2,18,6,1,15.36,19.22,17.98,20.465714285714288,21.911333333333335
2024-02-19,1,25.3,46,21.09,8,2,1.87,2024,2,19,0,0,19.81,21.1,29.03,20.464285714285715,21.646666666666665
2024-02-20,2,33.6,76,13.63,8,1,0.07,2024,2,20,1,0,21.09,13.4,14.94,20.497142857142855,21.603
2024-02-21,1,31.3,60,25.55,8,1,0.46,2024,2,21,2,0,13.63,18.85,24.93,21.454285714285714,21.623666666666665
2024-02-22,1,32.5,84,17.66,4,1,1.03,2024,2,22,3,0,25.55,24.96,29.09,20.41142857142857,21.24266666666667
2024-02-23,0,33.4,86,20.83,3,1,0.82,2024,2,23,4,0,17.66,29.78,24.89,19.13285714285714,21.107333333333333
2024-02-24,4,34.4,37,19.29,8,0,0.32,2024,2,24,5,1,20.83,15.36,20.78,19.694285714285716,21.057666666666666
2024-02-25,1,37.8,44,17.26,5,1,0.61,2024,2,25,6,1,19.29,19.81,18.83,19.330000000000002,21.005333333333336
2024-02-26,2,32.9,60,21.96,4,2,1.95,2024,2,26,0,0,17.26,21.09,28.22,19.454285714285714,20.796666666666667
2024-02-27,3,28.3,82,20.71,4,1,1.66,2024,2,27,1,0,21.96,13.63,13.46,20.465714285714284,21.038333333333334
2024-02-28,1,34.7,59,19.77,8,0,0.11,2024,2,28,2,0,20.71,25.55,16.18,19.639999999999997,21.158
2024-02-29,1,43.3,75,17.63,5,0,2.06,2024,2,29,3,0,19.77,17.66,19.61,19.635714285714283,21.092
2024-03-01,0,29.1,49,23.92,6,0,0.08,2024,3,1,4,0,17.63,20.83,29.43,20.077142857142857,20.908333333333335
2024-03-02,4,23.2,89,31.92,4,2,1.17,2024,3,2,5,1,23.92,19.29,24.28,21.881428571428575,21.163
2024-03-03,3,37.7,68,22.84,8,1,0.45,2024,3,3,6,1,31.92,17.26,16.19,22.678571428571434,21.384666666666668
2024-03-04,2,29.2,82,27.98,7,1,1.33,2024,3,4,0,0,22.84,21.96,20.14,23.53857142857143,21.646000000000004
2024-03-05,3,14.8,84,13.66,2,1,0.45,2024,3,5,1,0,27.98,20.71,18.31,22.53142857142857,21.491
2024-03-06,2,35.9,41,22.95,3,2,6.3,2024,3,6,2,0,13.66,19.77,17.74,22.985714285714284,21.664666666666665
2024-03-07,4,26.3,78,15.42,4,2,0.56,2024,3,7,3,0,22.95,17.63,27.87,22.669999999999998,21.249666666666666
2024-03-08,2,29.4,46,13.14,7,0,0.42,2024,3,8,4,0,15.42,23.92,13.77,21.13,21.228666666666665
2024-03-09,0,32.3,71,17.56,7,0,0.49,2024,3,9,5,1,13.14,31.92,31.65,19.078571428571426,20.759
2024-03-10,0,31.3,59,29.15,4,1,3.4,2024,3,10,6,1,17.56,22.84,26.97,19.98,20.831666666666667
2024-03-11,0,35.0,58,27.7,6,2,1.52,2024,3,11,0,0,29.15,27.98,28.55,19.939999999999998,20.803333333333335
2024-03-12,0,27.0,48,23.46,2,2,1.97,2024,3,12,1,0,27.7,13.66,19.22,21.34,20.944666666666667
2024-03-13,3,33.6,75,12.8,3,1,3.75,2024,3,13,2,0,23.46,22.95,21.1,19.889999999999997,20.668
2024-03-14,4,28.2,40,20.82,4,1,3.64,2024,3,14,3,0,12.8,15.42,13.4,20.66142857142857,20.915333333333333
2024-03-15,2,35.2,63,23.81,3,0,2.01,2024,3,15,4,0,20.82,13.14,18.85,22.185714285714287,21.080666666666666
2024-03-16,2,34.3,79,23.05,5,0,0.33,2024,3,16,5,1,23.81,17.56,24.96,22.970000000000002,21.017
2024-03-17,0,23.5,36,10.94,7,0,2.78,2024,3,17,6,1,23.05,29.15,29.78,20.368571428571432,20.389
2024-03-18,0,37.6,73,16.66,7,1,0.34,2024,3,18,0,0,10.94,27.7,15.36,18.791428571428572,20.43233333333333
2024-03-19,1,26.2,87,21.62,4,1,2.04,2024,3,19,1,0,16.66,23.46,19.81,18.528571428571432,20.492666666666665
2024-03-20,4,35.7,63,25.22,4,0,1.74,2024,3,20,2,0,21.62,12.8,21.09,20.302857142857142,20.630333333333333
2024-03-21,3,32.6,88,8.82,5,0,2.13,2024,3,21,3,0,25.22,20.82,13.63,18.58857142857143,20.470000000000002
2024-03-22,2,42.9,49,21.03,6,2,1.14,2024,3,22,4,0,8.82,23.81,25.55,18.19142857142857,20.319333333333336
2024-03-23,1,28.4,79,22.86,4,2,1.53,2024,3,23,5,1,21.03,23.05,17.66,18.164285714285715,20.492666666666665
2024-03-24,1,27.6,67,27.1,7,0,4.6,2024,3,24,6,1,22.86,10.94,20.83,20.472857142857144,20.701666666666668
2024-03-25,2,29.9,53,26.16,3,0,0.16,2024,3,25,0,0,27.1,16.66,19.29,21.830000000000002,20.930666666666664
2024-03-26,3,27.9,39,25.5,2,2,0.55,2024,3,26,1,0,26.16,21.62,17.26,22.384285714285713,21.205333333333332
2024-03-27,1,35.6,61,17.2,8,0,1.42,2024,3,27,2,0,25.5,25.22,21.96,21.23857142857143,21.04666666666667
2024-03-28,1,18.7,81,10.55,3,2,4.99,2024,3,28,3,0,17.2,8.82,20.71,21.485714285714288,20.708000000000002
2024-03-29,4,22.6,44,19.64,6,2,0.15,2024,3,29,4,0,10.55,21.03,19.77,21.28714285714286,20.703666666666667
2024-03-30,3,22.5,66,28.01,2,2,0.03,2024,3,30,5,1,19.64,22.86,17.63,22.02285714285714,21.049666666666667
2024-03-31,1,36.7,49,30.36,3,1,0.09,2024,3,31,6,1,28.01,27.1,23.92,22.48857142857143,21.264333333333333
2024-04-01,3,42.0,32,26.26,3,1,0.08,2024,4,1,0,0,30.36,26.16,31.92,22.502857142857145,21.075666666666667
2024-04-02,2,29.3,66,24.58,5,0,3.58,2024,4,2,1,0,26.26,25.5,22.84,22.371428571428574,21.133666666666667
2024-04-03,0,28.8,86,24.28,8,2,1.92,2024,4,3,2,0,24.58,17.2,27.98,23.382857142857144,21.01033333333333
2024-04-04,1,30.5,69,18.66,6,1,1.7,2024,4,4,3,0,24.28,10.55,13.66,24.541428571428575,21.177
2024-04-05,4,38.1,37,21.22,7,0,1.11,2024,4,5,4,0,18.66,19.64,22.95,24.767142857142858,21.119333333333334
2024-04-06,2,23.5,69,32.01,5,0,2.28,2024,4,6,5,1,21.22,28.01,15.42,25.33857142857143,21.67233333333333
2024-04-07,3,31.7,73,16.34,2,0,0.25,2024,4,7,6,1,32.01,30.36,13.14,23.335714285714285,21.779
2024-04-08,2,36.8,85,31.69,8,0,0.75,2024,4,8,0,0,16.34,26.26,17.56,24.111428571428572,22.25
2024-04-09,1,33.5,52,20.07,7,0,1.01,2024,4,9,1,0,31.69,24.58,29.15,23.467142857142854,21.947333333333333
2024-04-10,3,31.3,69,29.95,5,2,0.18,2024,4,10,2,0,20.07,24.28,27.7,24.27714285714286,22.022333333333336
2024-04-11,0,37.0,40,13.56,8,0,0.82,2024,4,11,3,0,29.95,18.66,23.46,23.548571428571428,21.692333333333334
2024-04-12,2,11.1,75,25.52,6,2,0.57,2024,4,12,4,0,13.56,21.22,12.8,24.162857142857142,22.116333333333333
2024-04-13,1,34.7,37,17.58,4,1,0.05,2024,4,13,5,1,25.52,32.01,20.82,22.101428571428574,22.008333333333333
2024-04-14,4,25.4,58,13.51,4,0,0.22,2024,4,14,6,1,17.58,16.34,23.81,21.697142857142858,21.665000000000003
2024-04-15,3,17.2,59,23.31,2,1,2.17,2024,4,15,0,0,13.51,31.69,23.05,20.5,21.673666666666666
2024-04-16,2,33.6,85,28.06,4,2,0.03,2024,4,16,1,0,23.31,20.07,10.94,21.641428571428573,22.244333333333334
2024-04-17,2,39.6,89,16.93,5,2,4.08,2024,4,17,2,0,28.06,29.95,16.66,19.78142857142857,22.253333333333334
2024-04-18,0,29.0,39,13.01,2,1,0.14,2024,4,18,3,0,16.93,13.56,21.62,19.70285714285714,21.966333333333335
2024-04-19,0,36.7,68,21.45,7,0,2.41,2024,4,19,4,0,13.01,25.52,25.22,19.12142857142857,21.840666666666667
2024-04-20,4,41.3,57,21.48,6,0,3.43,2024,4,20,5,1,21.45,17.58,8.82,19.678571428571427,22.262666666666668
2024-04-21,4,39.2,78,25.29,2,1,4.25,2024,4,21,6,1,21.48,13.51,21.03,21.361428571428572,22.404666666666667
2024-04-22,1,41.5,65,27.7,7,1,3.03,2024,4,22,0,0,25.29,23.31,22.86,21.988571428571426,22.566
2024-04-23,1,35.2,42,21.64,2,1,0.51,2024,4,23,1,0,27.7,28.06,27.1,21.071428571428573,22.384
2024-04-24,4,30.5,61,33.13,3,0,0.61,2024,4,24,2,0,21.64,16.93,26.16,23.385714285714283,22.616333333333333
2024-04-25,4,18.8,65,23.35,3,0,0.83,2024,4,25,3,0,33.13,13.01,25.5,24.86285714285714,22.544666666666668
2024-04-26,3,28.3,66,19.92,2,0,0.23,2024,4,26,4,0,23.35,21.45,17.2,24.64428571428572,22.63533333333333
2024-04-27,0,24.1,55,12.33,8,1,0.03,2024,4,27,5,1,19.92,21.48,10.55,23.337142857142855,22.694666666666667
2024-04-28,1,45.2,51,20.42,4,0,3.05,2024,4,28,6,1,12.33,25.29,19.64,22.641428571428573,22.720666666666666
2024-04-29,0,28.8,33,19.98,3,2,1.21,2024,4,29,0,0,20.42,27.7,28.01,21.53857142857143,22.453
2024-04-30,0,30.9,60,27.76,8,1,1.41,2024,4,30,1,0,19.98,21.64,30.36,22.412857142857142,22.366333333333333
2024-05-01,4,33.9,47,24.77,8,0,3.93,2024,5,1,2,0,27.76,33.13,26.26,21.21857142857143,22.316666666666666
2024-05-02,3,30.3,67,14.92,6,1,1.64,2024,5,2,3,0,24.77,23.35,24.58,20.014285714285716,21.994666666666667
2024-05-03,2,41.9,53,23.03,7,2,1.76,2024,5,3,4,0,14.92,19.92,24.28,20.458571428571425,21.953
2024-05-04,3,25.6,85,26.03,5,2,2.32,2024,5,4,5,1,23.03,12.33,18.66,22.41571428571429,22.198666666666668
2024-05-05,3,31.4,52,31.17,3,1,0.19,2024,5,5,6,1,26.03,20.42,21.22,23.951428571428572,22.53033333333333
2024-05-06,0,24.8,51,27.33,2,1,0.67,2024,5,6,0,0,31.17,19.98,32.01,25.00142857142857,22.374333333333333
2024-05-07,3,20.8,31,26.57,4,2,5.17,2024,5,7,1,0,27.33,27.76,16.34,24.831428571428575,22.715333333333334
2024-05-08,1,25.7,60,22.36,5,1,3.84,2024,5,8,2,0,26.57,24.77,31.69,24.487142857142857,22.404333333333334
2024-05-09,0,29.7,84,24.33,7,2,3.23,2024,5,9,3,0,22.36,14.92,20.07,25.83142857142857,22.546333333333333
2024-05-10,1,27.0,40,29.5,8,2,0.9,2024,5,10,4,0,24.33,23.03,29.95,26.755714285714287,22.531333333333333
2024-05-11,2,25.2,57,14.0,7,0,2.92,2024,5,11,5,1,29.5,26.03,13.56,25.037142857142857,22.546
2024-05-12,0,20.2,75,19.9,3,1,0.07,2024,5,12,6,1,14.0,31.17,25.52,23.427142857142858,22.358666666666668
2024-05-13,2,29.4,61,17.36,7,1,0.24,2024,5,13,0,0,19.9,27.33,17.58,22.002857142857145,22.351333333333333
2024-05-14,0,19.5,34,24.27,7,0,0.8,2024,5,14,1,0,17.36,26.57,13.51,21.674285714285713,22.709999999999997
2024-05-15,4,35.3,67,29.38,4,2,0.99,2024,5,15,2,0,24.27,22.36,23.31,22.677142857142858,22.912333333333333
2024-05-16,3,30.6,39,18.42,8,1,0.46,2024,5,16,3,0,29.38,24.33,28.06,21.83285714285714,22.591
2024-05-17,4,19.8,69,7.66,4,0,0.66,2024,5,17,4,0,18.42,29.5,16.93,18.71285714285714,22.282
2024-05-18,2,27.8,75,19.53,4,0,0.27,2024,5,18,5,1,7.66,14.0,13.01,19.502857142857142,22.499333333333333
2024-05-19,3,24.7,53,27.48,2,1,1.01,2024,5,19,6,1,19.53,19.9,21.45,20.585714285714285,22.700333333333333
2024-05-20,0,32.2,64,25.23,7,0,2.37,2024,5,20,0,0,27.48,17.36,21.48,21.71,22.825333333333333
2024-05-21,3,39.4,73,24.57,7,2,1.62,2024,5,21,1,0,25.23,24.27,25.29,21.752857142857145,22.801333333333332
2024-05-22,1,16.9,77,20.32,7,0,0.17,2024,5,22,2,0,24.57,29.38,27.7,20.458571428571428,22.555333333333333
2024-05-23,3,30.8,89,14.33,6,2,1.0,2024,5,23,3,0,20.32,18.42,21.64,19.874285714285715,22.311666666666667
2024-05-24,1,28.9,52,25.09,4,2,1.79,2024,5,24,4,0,14.33,7.66,33.13,22.364285714285717,22.043666666666663
2024-05-25,3,34.7,46,16.99,5,1,1.13,2024,5,25,5,1,25.09,19.53,23.35,22.00142857142857,21.831666666666663
2024-05-26,1,31.5,30,35.1,3,0,0.75,2024,5,26,6,1,16.99,27.48,19.92,23.09,22.337666666666667
2024-05-27,2,24.7,84,25.42,8,2,1.46,2024,5,27,0,0,35.1,25.23,12.33,23.117142857142856,22.774
2024-05-28,4,27.8,60,18.52,5,2,5.19,2024,5,28,1,0,25.42,24.57,20.42,22.252857142857145,22.71066666666667
2024-05-29,0,24.4,60,18.33,8,0,0.15,2024,5,29,2,0,18.52,20.32,19.98,21.96857142857143,22.655666666666665
2024-05-30,3,37.5,71,21.44,2,2,0.74,2024,5,30,3,0,18.33,14.33,27.76,22.98428571428571,22.445
2024-05-31,4,30.1,86,20.56,2,0,0.78,2024,5,31,4,0,21.44,25.09,24.77,22.337142857142858,22.304666666666666
2024-06-01,0,43.3,84,28.7,8,1,1.29,2024,6,1,5,1,20.56,16.99,14.92,24.009999999999998,22.764
2024-06-02,0,29.6,71,23.12,7,2,0.25,2024,6,2,6,1,28.7,35.1,23.03,22.298571428571424,22.767
2024-06-03,1,25.0,82,17.61,5,2,0.29,2024,6,3,0,0,23.12,25.42,26.03,21.18285714285714,22.486333333333334
